uid,url,price,currency,collection,reference_code,life_span
204541,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%99%E3%83%8B%E3%83%A5%E3%83%AF%E3%83%BC%E3%83%AB/wjba0017-%E3%83%99%E3%83%8B%E3%83%A5%E3%83%AF%E3%83%BC%E3%83%AB-%E3%82%A2%E3%83%AD%E3%83%B3%E3%82%B8%E3%82%A7-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,6336000,JPY,TANK,WJBA0017,Q4 January 2021
204545,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%99%E3%83%8B%E3%83%A5%E3%83%AF%E3%83%BC%E3%83%AB/wjba0011-%E3%83%99%E3%83%8B%E3%83%A5%E3%83%AF%E3%83%BC%E3%83%AB-%E3%82%A2%E3%83%AD%E3%83%B3%E3%82%B8%E3%82%A7-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,7920000,JPY,TANK,WJBA0011,Q4 January 2021
204555,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%AF%E3%83%AC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/hpi01039-%E3%82%AF%E3%83%AC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,12936000,JPY,CLÉ WATCH,HPI01039,Q4 January 2021
204558,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%9E%E3%82%A4%E3%83%A8%E3%83%B3-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/wjbj0008-%E3%83%9E%E3%82%A4%E3%83%A8%E3%83%B3-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,13332000,JPY,TANK,WJBJ0008,Q4 January 2021
204570,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%91%E3%83%B3%E3%83%86%E3%83%BC%E3%83%AB/%E3%83%91%E3%83%B3%E3%83%86%E3%83%BC%E3%83%AB-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/hpi01096-%E3%83%91%E3%83%B3%E3%83%86%E3%83%BC%E3%83%AB-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,16368000,JPY,PANTHÈRE WATCH,HPI01096,Q4 January 2021
204576,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%AF%E3%83%AC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/hpi01040-%E3%82%AF%E3%83%AC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,17160000,JPY,CLÉ,HPI01040,Q4 January 2021
204591,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%BF%E3%83%B3%E3%82%AF/%E3%82%BF%E3%83%B3%E3%82%AF-%E3%82%BD%E3%83%AD/w5200028-%E3%82%BF%E3%83%B3%E3%82%AF-%E3%82%BD%E3%83%AD-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,440000,JPY,TANK,W5200028,Q4 January 2021
204606,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/wssa0030-%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,825000,JPY,SANTOS WATCH,WSSA0030,Q4 January 2021
204631,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%89%E3%83%A9%E3%82%A4%E3%83%96-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/wgnm0008-%E3%83%89%E3%83%A9%E3%82%A4%E3%83%96-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%83%A0%E3%83%BC%E3%83%B3%E3%83%95%E3%82%A7%E3%82%A4%E3%82%BA-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,2164800,JPY,DRIVE MOON PHASES WATCH,WGNM0008,Q4 January 2021
204632,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%89%E3%83%A9%E3%82%A4%E3%83%96-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/wgnm0005-%E3%83%89%E3%83%A9%E3%82%A4%E3%83%96-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81%E3%80%81%E3%83%A9%E3%83%BC%E3%82%B8-%E3%83%87%E3%82%A4%E3%83%88%E3%80%81%E3%83%AC%E3%83%88%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%BC%E3%83%89%E5%BC%8F2%E3%82%BF%E3%82%A4%E3%83%A0%E3%82%BE%E3%83%BC%E3%83%B3%E3%80%81%E3%83%87%E3%82%A4%EF%BC%8F%E3%83%8A%E3%82%A4%E3%83%88%E8%A1%A8%E7%A4%BA.html,2296800,JPY,"DRIVE WATCH, LARGE DATE, RETROGRADE SECOND TIME ZONE AND DAY NIGHT INDICATOR",WGNM0005,Q4 January 2021
204637,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%88%E3%83%8E%E3%83%BC/wgtn0006-%E3%83%88%E3%83%8E%E3%83%BC-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,2613600,JPY,TANK,WGTN0006,Q4 January 2021
204687,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%AD%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/whro0043-%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%83%9F%E3%82%B9%E3%83%86%E3%83%AA%E3%82%A2%E3%82%B9%E3%83%A0%E3%83%BC%E3%83%96%E3%83%A1%E3%83%B3%E3%83%88-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,7986000,JPY,ROTONDE,WHRO0043,Q4 January 2021
204715,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%AD%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/hpi00942-%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%83%95%E3%83%A9%E3%82%A4%E3%83%B3%E3%82%B0-%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AB%E3%83%93%E3%83%A8%E3%83%B3-%E3%83%AA%E3%83%90%E3%83%BC%E3%82%B9%E3%83%89-%E3%83%80%E3%82%A4%E3%82%A2%E3%83%AB-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,,JPY,ROTONDE FLYING TOURBILLON REVERSED DIAL WATCH,HPI00942,Q4 January 2021
204724,https://www.cartier.ch/fr-ch/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/n6036917-bracelet-love-pav%C3%A9.html,40700,CHF,"LOVE BRACELET, DIAMOND-PAVED",N6036917,Q4 January 2021
204731,https://www.cartier.ch/fr-ch/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6032617-bracelet-love.html,4550,CHF,LOVE,B6032617,Q4 January 2021
204758,https://www.cartier.ch/fr-ch/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6047217-bracelet-love-pm-6-diamants.html,6050,CHF,LOVE,B6047217,Q4 January 2021
204776,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/b6026005-love%E6%89%8B%E9%95%AF.html,10200,CNY,BRACELET LOVE,B6026005,Q4 January 2021
204777,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/b6027000-love%E6%89%8B%E9%95%AF.html,12800,CNY,LOVE,B6027000,Q4 January 2021
204778,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/b6027100-love%E6%89%8B%E9%95%AF.html,12800,CNY,LOVE,B6027100,Q4 January 2021
204781,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/b6038100-love%E6%89%8B%E9%95%AF.html,16400,CNY,LOVE,B6038100,Q4 January 2021
204790,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/b6047817-love%E6%89%8B%E9%95%AF%EF%BC%8C%E5%B0%8F%E5%8F%B7%E6%AC%BE%EF%BC%8C%E9%95%B6%E5%B5%8C10%E9%A2%97%E9%92%BB%E7%9F%B3.html,64000,CNY,LOVE,B6047817,Q4 January 2021
204802,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/n6032417-love%E6%89%8B%E9%95%AF%EF%BC%8C%E9%93%BA%E9%95%B6%E9%92%BB%E7%9F%B3%EF%BC%8C%E7%B2%BE%E5%AF%86%E9%99%B6%E7%93%B7.html,344000,CNY,LOVE,N6032417,Q4 January 2021
204808,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AE%9D%E7%B3%BB%E5%88%97/%E7%B3%BB%E5%88%97/love%E7%B3%BB%E5%88%97/love%E6%89%8B%E9%95%AF/b6040517-love%E6%89%8B%E9%95%AF%EF%BC%8C%E9%95%B6%E5%B5%8C10%E9%A2%97%E9%92%BB%E7%9F%B3.html,115000,CNY,BRACELET LOVE,B6040517,Q4 January 2021
204812,https://www.cartier.fr/fr/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6035417-bracelet-love.html,7050,EUR,BRACELET LOVE,B6035417,Q4 January 2021
204815,https://www.cartier.fr/fr/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6047417-bracelet-love-pm.html,4550,EUR,"BRACELET LOVE, PETIT MODÃˆLE",B6047417,Q4 January 2021
204841,https://www.cartier.fr/fr/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6063600-bracelet-love.html,2030,EUR,BRACELET LOVE,B6063600,Q4 January 2021
204842,https://www.cartier.fr/fr/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6047217-bracelet-love-pm-6-diamants.html,6250,EUR,LOVE,B6047217,Q4 January 2021
204844,https://www.cartier.fr/fr/collections/joaillerie/cat%C3%A9gories/bracelets/bracelets-love/b6047717-bracelet-love-pm-6-diamants.html,6700,EUR,LOVE,B6047717,Q4 January 2021
204855,https://www.cartier.com/en-gb/love-bracelet-10-diamonds_cod25372685655708096.html#dept=EU_Bracelets_Love,14800,GBP,BRACELET LOVE,B6040717,Q4 January 2021
204864,https://www.cartier.com/en-gb/love-bracelet_cod25372685655653772.html#dept=EU_Bracelets_Love,1150,GBP,BRACELET LOVE,B6040100,Q4 January 2021
204881,https://www.cartier.com/en-gb/love-bracelet-small-model-6-diamonds_cod25372685655708113.html#dept=EU_Bracelets_Love,5700,GBP,LOVE,B6047217,Q4 January 2021
204894,https://www.cartier.com/en-gb/love-bracelet_cod25372685655709635.html#dept=EU_Bracelets_Love,7850,GBP,BRACELET LOVE,B6036317,Q4 January 2021
204901,https://www.cartier.hk/zh-hk/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love-%E6%89%8B%E9%90%B2/b6035517-love-%E6%89%8B%E9%90%B2.html,52000,HKD,BRACELET LOVE,B6035517,Q4 January 2021
204908,https://www.cartier.hk/zh-hk/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love-%E6%89%8B%E9%90%B2/n6710717-love-%E6%89%8B%E9%90%B2%EF%BC%8C%E5%B0%8F%E5%9E%8B%E6%AC%BE.html,205000,HKD,"LOVE BRACELET, SMALL MODEL, PAVED",N6710717,Q4 January 2021
204935,https://www.cartier.hk/zh-hk/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love-%E6%89%8B%E9%90%B2/n6717617-love-%E6%89%8B%E9%90%B2.html,356000,HKD,LOVE,N6717617,Q4 January 2021
204937,https://www.cartier.hk/zh-hk/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love-%E6%89%8B%E9%90%B2/n6036917-love-%E6%89%8B%E9%90%B2%EF%BC%8C%E9%8B%AA%E9%91%B2%E9%91%BD%E7%9F%B3.html,333000,HKD,"LOVE BRACELET, DIAMOND-PAVED",N6036917,Q4 January 2021
204939,https://www.cartier.hk/zh-hk/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love-%E6%89%8B%E9%90%B2/n6035017-love-%E6%89%8B%E9%90%B2%EF%BC%8C%E9%8B%AA%E9%91%B2%E9%91%BD%E7%9F%B3.html,333000,HKD,"LOVE BRACELET, DIAMOND-PAVED",N6035017,Q4 January 2021
204974,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E3%82%B8%E3%83%A5%E3%82%A8%E3%83%AA%E3%83%BC/%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3/love/love-%E3%83%96%E3%83%AC%E3%82%B9%E3%83%AC%E3%83%83%E3%83%88/b6047817-love-%E3%83%96%E3%83%AC%E3%82%B9%E3%83%AC%E3%83%83%E3%83%88.html,979000,JPY,LOVE,B6047817,Q4 January 2021
204981,https://www.cartier.sg/en-sg/collections/jewellery/categories/bracelets/love/b6035617-love-bracelet.html,9350,SGD,BRACELET LOVE,B6035617,Q4 January 2021
204985,https://www.cartier.sg/en-sg/collections/jewellery/categories/bracelets/love/b6036017-love-bracelet-4-diamonds.html,15100,SGD,BRACELET LOVE,B6036017,Q4 January 2021
204996,https://www.cartier.sg/en-sg/collections/jewellery/categories/bracelets/love/b6038100-love-bracelet.html,3100,SGD,LOVE,B6038100,Q4 January 2021
204998,https://www.cartier.sg/en-sg/collections/jewellery/categories/bracelets/love/b6032617-love-bracelet.html,6700,SGD,LOVE,B6032617,Q4 January 2021
205016,https://www.cartier.sg/en-sg/collections/jewellery/categories/bracelets/love/b6036517-love-bracelet.html,11500,SGD,BRACELET LOVE,B6036517,Q4 January 2021
205042,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love%E6%89%8B%E9%90%B2/b6035617-love%E6%89%8B%E9%90%B2.html,193000,TWD,BRACELET LOVE,B6035617,Q4 January 2021
205045,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E7%8F%A0%E5%AF%B6/%E9%A1%9E%E5%88%A5/%E6%89%8B%E9%90%B2/love%E6%89%8B%E9%90%B2/b6064617-love%E6%89%8B%E9%90%B2.html,233000,TWD,LOVE,B6064617,Q4 January 2021
205076,https://www.cartier.com/en-us/collections/jewelry/bracelets/love-bracelets/b6035917-love-bracelet-4-diamonds.html,10500,USD,BRACELET LOVE,B6035917,Q4 January 2021
205080,https://www.cartier.com/en-us/collections/jewelry/bracelets/love-bracelets/b6029917-love-bracelet-1-diamond.html,5900,USD,LOVE,B6029917,Q4 January 2021
205110,https://www.cartier.sg/en-sg/collections/watches/mens-watches/pasha-de-cartier/wgpa0007-pasha-de-cartier-watch.html,23800,SGD,PASHA WATCH,WGPA0007,Q4 January 2021
205121,https://www.cartier.sg/en-sg/collections/watches/mens-watches/tank/tank-solo/w5200004-tank-solo-watch.html,7800,SGD,TANK,W5200004,Q4 January 2021
205131,https://www.cartier.sg/en-sg/collections/watches/mens-watches/tank/tank-louis-cartier/w5310012-tank-louis-cartier-skeleton-sapphire-watch.html,73500,SGD,TANK,W5310012,Q4 January 2021
205136,https://www.cartier.sg/en-sg/collections/watches/mens-watches/tank/tank-cintr%C3%A9e/whta0009-tank-cintr%C3%A9e-watch.html,102000,SGD,TANK,WHTA0009,Q4 January 2021
205138,https://www.cartier.sg/en-sg/collections/watches/mens-watches/tank/tank-mc/w5330003-tank-mc-watch.html,10000,SGD,TANK,W5330003,Q4 January 2021
205151,https://www.cartier.sg/en-sg/collections/watches/mens-watches/ballon-de-cartier/ballon-bleu-de-cartier/wsbb0026-ballon-bleu-de-cartier-watch.html,8650,SGD,BALLON BLEU WATCH,WSBB0026,Q4 January 2021
205170,https://www.cartier.sg/en-sg/collections/watches/mens-watches/ballon-de-cartier/ballon-bleu-de-cartier/wsbb0020-ballon-bleu-de-cartier-watch.html,10300,SGD,BALLON BLEU,WSBB0020,Q4 January 2021
205182,https://www.cartier.sg/en-sg/collections/watches/mens-watches/ballon-de-cartier/ballon-bleu-de-cartier/w69004z2-ballon-bleu-de-cartier-watch.html,41500,SGD,BALLON BLEU,W69004Z2,Q4 January 2021
205215,https://www.cartier.sg/en-sg/collections/watches/mens-watches/santos-de-cartier/santos-de-cartier/w2sa0006-santos-de-cartier-watch.html,15400,SGD,SANTOS DE CARTIER WATCH,W2SA0006,Q4 January 2021
205234,https://www.cartier.sg/en-sg/collections/watches/mens-watches/santos-de-cartier/santos-de-cartier/wgsa0018-santos-de-cartier-watch.html,48800,SGD,SANTOS WATCH,WGSA0018,Q4 January 2021
205266,"https://www.cartier.sg/en-sg/collections/watches/mens-watches/ronde-de-cartier/rotonde-de-cartier/w1556368-rotonde-de-cartier-watch,-large-date,-retrograde-second-time-zone-and-day-night-indicator.html",13800,SGD,"ROTONDE WATCH, LARGE DATE, RETROGRADE SECOND TIME ZONE AND DAY NIGHT INDICATOR",W1556368,Q4 January 2021
205312,https://www.cartier.sg/en-sg/collections/watches/mens-watches/drive-de-cartier/wgnm0007-drive-de-cartier-extra-flat-watch.html,22000,SGD,DRIVE EXTRA-FLAT WATCH,WGNM0007,Q4 January 2021
205343,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/tank/tank-am%C3%A9ricaine/wjta0002-tank-am%C3%A9ricaine-watch.html,31000,SGD,TANK,WJTA0002,Q4 January 2021
205358,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/tank/tank-fran%C3%A7aise/we110005-tank-fran%C3%A7aise-watch.html,11200,SGD,TANK,WE110005,Q4 January 2021
205366,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/tank/tank-fran%C3%A7aise/wjta0022-tank-fran%C3%A7aise-watch.html,36200,SGD,TANK,WJTA0022,Q4 January 2021
205389,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/w6920100-ballon-bleu-de-cartier-watch.html,8600,SGD,BALLON BLEU,W6920100,Q4 January 2021
205395,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/wgbb0007-ballon-bleu-de-cartier-watch.html,12900,SGD,BALLON BLEU WATCH,WGBB0007,Q4 January 2021
205399,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/w3bb0006-ballon-bleu-de-cartier-watch.html,17000,SGD,BALLON BLEU WATCH,W3BB0006,Q4 January 2021
205413,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/w6920087-ballon-bleu-de-cartier-watch.html,7150,SGD,BALLON BLEU,W6920087,Q4 January 2021
205415,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/wsbb0007-ballon-bleu-de-cartier-watch.html,8350,SGD,BALLON BLEU,WSBB0007,Q4 January 2021
205423,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/we902054-ballon-bleu-de-cartier-watch.html,17500,SGD,BALLON BLEU WATCH,WE902054,Q4 January 2021
205425,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/we902079-ballon-bleu-de-cartier-watch.html,19100,SGD,BALLON BLEU WATCH,WE902079,Q4 January 2021
205429,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/we902028-ballon-bleu-de-cartier-watch.html,22000,SGD,BALLON BLEU,WE902028,Q4 January 2021
205431,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/we902076-ballon-bleu-de-cartier-watch.html,23700,SGD,BALLON BLEU,WE902076,Q4 January 2021
205435,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/w6920096-ballon-bleu-de-cartier-watch.html,33600,SGD,BALLON BLEU WATCH,W6920096,Q4 January 2021
205439,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/we902066-ballon-bleu-de-cartier-watch.html,38400,SGD,BALLON BLEU WATCH,WE902066,Q4 January 2021
205440,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/wjbb0051-ballon-bleu-de-cartier-watch.html,38400,SGD,BALLON BLEU WATCH,WJBB0051,Q4 January 2021
205444,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/we900551-ballon-bleu-de-cartier-watch.html,45400,SGD,BALLON BLEU WATCH,WE900551,Q4 January 2021
205467,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/ballon-de-cartier/ballon-bleu-de-cartier/wjbb0044-ballon-bleu-de-cartier-watch.html,175000,SGD,BALLON BLEU WATCH,WJBB0044,Q4 January 2021
205488,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/panth%C3%A8re/panth%C3%A8re-de-cartier/wgpn0016-panth%C3%A8re-de-cartier-watch.html,26900,SGD,PANTHÈRE WATCH,WGPN0016,Q4 January 2021
205496,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/panth%C3%A8re/panth%C3%A8re-de-cartier/wspn0019-panth%C3%A8re-de-cartier-watch.html,5350,SGD,PANTHÈRE WATCH,WSPN0019,Q4 January 2021
205510,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/panth%C3%A8re/panth%C3%A8re-de-cartier/hpi01325-panth%C3%A8re-de-cartier-watch.html,106000,SGD,PANTHÈRE WATCH,HPI01325,Q4 January 2021
205514,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/panth%C3%A8re/panth%C3%A8re-de-cartier/hpi01130-panth%C3%A8re-de-cartier-watch.html,167000,SGD,PANTHÈRE WATCH,HPI01130,Q4 January 2021
